task_id,dataset_name,problem_type,context_len,use_chunk,chunk_size,seed,fit_time_s,eval_time_s,fit_mem_mb,eval_mem_mb,auc,acc,r2,rmse
363672,Food_Delivery_Time,regression,30000,0,256,1,5.368188227002975,8.443944992963225,8.125,4526.9208984375,0,0,0.3417855501174927,7.672004527690295
363678,houses,regression,4000,0,256,1,0.5510357220191509,0.9061570159974508,8.125,2055.3623046875,0,0,0.8615105551234121,0.21129492780175507
363678,houses,regression,5000,0,256,1,0.6105614270200022,0.9953228689846583,8.125,2055.3623046875,0,0,0.8652487547334011,0.20842371290007491
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,1000,0,256,1,0.18347792298300192,3.025958012964111,0.0,360.6279296875,0.7871011652262847,0.7794885177453027,0,0
363678,houses,regression,6000,0,256,1,0.6656669240328483,1.0974091639509425,8.125,2055.3623046875,0,0,0.8696609617397417,0.20498306879326783
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,2000,0,256,1,0.24214890599250793,0.35642195801483467,8.125,423.8173828125,0.7982664461053272,0.7857515657620042,0,0
363616,APSFailure,binary,7000,0,256,1,2.084355291968677,24.541570171015337,8.125,19170.7548828125,0.9829696360590833,0.9902631578947368,0,0
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,3000,0,256,1,0.20994456502376124,0.3863348290324211,8.125,488.5078125,0.8007994438651374,0.7922755741127349,0,0
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,4000,0,256,1,0.2800092810066417,0.4465987389557995,8.125,554.072265625,0.8005104575555908,0.7938413361169102,0,0
363678,houses,regression,7000,0,256,1,0.7092154999845661,1.2451892080134712,8.125,2055.3623046875,0,0,0.8719094860856446,0.20320725938205356
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,5000,0,256,1,0.2724721959675662,0.4985947879613377,8.125,620.54296875,0.8005514033488199,0.7943632567849687,0,0
363673,GiveMeSomeCredit,binary,30000,0,256,1,2.638904290040955,7.014348893018905,8.125,3446.640625,0.8639088383702291,0.9381,0,0
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,6000,0,256,1,0.2913327220012434,0.5626719709835015,8.125,683.11767578125,0.8023362759710067,0.7946242171189979,0,0
363678,houses,regression,8000,0,256,1,0.7867153100087307,1.3638935210183263,8.125,2055.3623046875,0,0,0.8745893320329563,0.20107032277653697
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,7000,0,256,1,0.3394447309547104,0.6420830300194211,8.125,747.94287109375,0.8041189648175546,0.7972338204592901,0,0
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,8000,0,256,1,0.34653222101042047,0.7271189349703491,8.125,813.64306640625,0.8040982189489851,0.7969728601252609,0,0
363678,houses,regression,9000,0,256,1,0.7992519339895807,1.5069298630114645,8.125,2055.3623046875,0,0,0.874787483773121,0.20091141211352903
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,9000,0,256,1,0.3467207159847021,0.8235113369883038,8.125,877.384765625,0.8051333286018194,0.7974947807933194,0,0
363679,HR_Analytics_Job_Change_of_Data_Scientists,binary,10000,0,256,1,0.3580871500307694,0.9210924210492522,8.125,941.9599609375,0.8057986522464682,0.7985386221294363,0,0
363678,houses,regression,10000,0,256,1,0.8789282260113396,1.6662958230008371,8.125,2055.3623046875,0,0,0.8789436305010675,0.197548873356005
363672,Food_Delivery_Time,regression,40000,0,256,1,5.609881519980263,11.205090319970623,8.125,4526.9208984375,0,0,0.33973461389541626,7.6839479753598745
363678,houses,regression,20000,0,256,1,4.404408309957944,2.96770653600106,8.125,2055.3623046875,0,0,0.8841712686263513,0.19323637618493783
363677,hiva_agnostic,multiclass,3000,0,256,1,17.8526335490169,11.356774838990532,8.3994140625,14698.01123046875,0,0.9648894668400521,0,0
363616,APSFailure,binary,8000,0,256,1,2.33839407103369,26.53341797197936,8.125,20031.9970703125,0.981540673062281,0.9896052631578948,0,0
363683,kddcup09_appetency,binary,1000,0,256,1,1.1379445350030437,13.363301475008484,0.0,10991.79541015625,0.7990008671201315,0.9824,0,0
363630,Diabetes130US,binary,50000,0,256,1,8.746524387039244,36.83043564896798,8.125,12790.701171875,0.6313229911368694,0.9119826621923938,0,0
363683,kddcup09_appetency,binary,2000,0,256,1,0.9486134249600582,6.355429257964715,8.125,12277.5205078125,0.8028800285531907,0.9822,0,0
363693,physiochemical_protein,regression,1000,0,256,1,0.4184170429944061,4.998273925972171,0.0,4544.1591796875,0,0,0.47836032155025643,4.436890594951697
363699,SDSS17,multiclass,1000,0,256,1,0.1771274219499901,3.428203647956252,0.0,1057.05712890625,0,0.965409006469797,0,0
363693,physiochemical_protein,regression,2000,0,256,1,0.4539798100013286,1.3167004049755633,8.125,4544.1591796875,0,0,0.5664248306194302,4.0450659992047795
363699,SDSS17,multiclass,2000,0,256,1,0.18719825602602214,0.8766554269823246,8.125,1115.5517578125,0,0.9675869579142912,0,0
363693,physiochemical_protein,regression,3000,0,256,1,0.49039044202072546,1.43716959701851,8.125,4544.1591796875,0,0,0.5949563690532176,3.9097079241089454
363683,kddcup09_appetency,binary,3000,0,256,1,1.2032846540096216,7.881023055990227,8.125,13403.7587890625,0.8172721636134429,0.9822,0,0
363699,SDSS17,multiclass,3000,0,256,1,0.20694097800878808,0.9501692099729553,8.125,1176.1982421875,0,0.9667542117737493,0,0
363699,SDSS17,multiclass,4000,0,256,1,0.23078785696998239,1.0401992060360499,8.125,1236.84375,0,0.9683556466594069,0,0
363693,physiochemical_protein,regression,4000,0,256,1,0.564378744980786,1.5607746749883518,8.125,4544.1591796875,0,0,0.619289077925536,3.7904526765574693
363699,SDSS17,multiclass,5000,0,256,1,0.26096664398210123,1.1385609909775667,8.125,1297.490234375,0,0.9693805649862277,0,0
363705,superconductivity,regression,1000,0,256,1,1.3865405390388332,4.510595083003864,0.0,2535.5966796875,0,0,0.8511655921874665,13.290387381716515
363693,physiochemical_protein,regression,5000,0,256,1,0.640485665993765,1.6962993849883787,8.125,4544.1591796875,0,0,0.6308689404213705,3.732361538151815
363699,SDSS17,multiclass,6000,0,256,1,0.2879062769934535,1.2263293779687956,8.125,1358.1357421875,0,0.9695727371725066,0,0
363699,SDSS17,multiclass,7000,0,256,1,0.30905814399011433,1.320909139001742,8.125,1418.7822265625,0,0.9700851963359169,0,0
363693,physiochemical_protein,regression,6000,0,256,1,0.6690860119997524,1.8295491660246626,8.125,4544.1591796875,0,0,0.6423799633646698,3.6737054487622913
363697,QSAR-TID-11,regression,1000,0,256,1,4.588044752017595,8.407441604009364,0.0,5040.28466796875,0,0,0.5819905735142743,0.9855689846103218
363699,SDSS17,multiclass,8000,0,256,1,0.3337668020394631,1.434413869981654,8.125,1481.8349609375,0,0.9705976554993274,0,0
363616,APSFailure,binary,9000,0,256,1,2.7089955499977805,28.56607357203029,8.125,20893.541015625,0.9820931323283083,0.989671052631579,0,0
363705,superconductivity,regression,2000,0,256,1,1.6866067409864627,2.730814192967955,8.125,2950.5849609375,0,0,0.8712896084782924,12.359268679465673
363693,physiochemical_protein,regression,7000,0,256,1,0.755038617993705,1.9837097660056315,8.125,4544.1591796875,0,0,0.6564545759095669,3.600688029199877
363699,SDSS17,multiclass,9000,0,256,1,0.3460827430244535,1.563161620986648,8.125,1542.5361328125,0,0.97072577029018,0,0
363683,kddcup09_appetency,binary,4000,0,256,1,1.5292714959941804,9.663800431997515,8.125,14485.5927734375,0.8215431306468626,0.9822,0,0
363699,SDSS17,multiclass,10000,0,256,1,0.3671907449606806,1.687989883008413,8.125,1602.55517578125,0,0.9711101146627378,0,0
363693,physiochemical_protein,regression,8000,0,256,1,0.8000488470424898,2.14265938103199,8.125,4544.1591796875,0,0,0.6629596943090377,3.5664351440195423
363705,superconductivity,regression,3000,0,256,1,2.0642646950436756,3.3238056720001623,8.125,3369.43896484375,0,0,0.8838413128623629,11.741181868804134
363693,physiochemical_protein,regression,9000,0,256,1,0.8529438670375384,2.3298975719953887,8.125,4544.1591796875,0,0,0.6654804741777178,3.553073135513382
